,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
98,"realme P3x 5G (Midnight Blue, 128 GB)","₹13,999₹17,99922% off","24,294 Ratings & 999 Reviews",22% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.07 cm (6.72 inch) Full HD Display,4.4
99,"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)","₹15,268₹16,99910% off","2,429 Ratings & 114 Reviews",10% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3
100,"IQOO Z10 5G (Stellar Black / Black, 128 GB)","₹21,600₹25,99916% off","5,331 Ratings & 258 Reviews",16% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7300 mAh Battery,17.02 cm (6.7 inch) Display,4.4
101,"MOTOROLA g35 5G (Guava Red, 128 GB)","₹11,999₹12,4994% off","1,25,085 Ratings & 7,606 Reviews",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2
102,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹12,393₹14,99917% off","7,153 Ratings & 298 Reviews",17% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
103,"REDMI Note 14 SE 5G (Mystique White, 128 GB)","₹13,999₹19,99930% off","27,089 Ratings & 1,188 Reviews",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3
104,"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹14,999₹17,99916% off","3,988 Ratings & 230 Reviews",16% off,50MP AI Dual Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
105,"POCO M6 Plus 5G (Graphite Black, 128 GB)","₹12,447₹17,99930% off","18,911 Ratings & 1,086 Reviews",30% off,108MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2
106,"MOTOROLA g35 5G (Guava Red, 128 GB)","₹12,999₹15,49916% off","8,730 Ratings & 419 Reviews",16% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2
107,"IQOO Z10X 5G (Titanium, 128 GB)","₹14,988₹17,49914% off","9,230 Ratings & 463 Reviews",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
108,Samsung Guru 1200,"₹773₹1,89959% off","12,287 Ratings & 842 Reviews",59% off,800 mAh Battery,4 MB RAM | 10 MB ROM,NA,3.86 cm (1.52 inch) Display,3
109,"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","₹37,999₹42,99911% off","2,611 Ratings & 193 Reviews",11% off,50MP + 50MP + 10MP | 50MP Front Camera,16 GB RAM | 512 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.4
110,"Nokia 105 Classic Single Sim Keypad Phone, Without Charger","₹994₹1,24920% off","8,265 Ratings & 326 Reviews",20% off,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,3.9
111,"Ai+ Pulse (Purple, 128 GB)","₹7,499₹9,99925% off","6,922 Ratings & 406 Reviews",25% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1
112,"realme P4 Power 5G (TransBlue, 128 GB)","₹25,999₹32,99921% off","1,008 Ratings & 90 Reviews",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
113,"realme P4x 5G (Matte Silver, 128 GB)","₹16,499₹17,9998% off","7,161 Ratings & 549 Reviews",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
114,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)","₹42,999₹74,99942% off","54,305 Ratings & 3,030 Reviews",42% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
115,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999₹36,99918% off","46,783 Ratings & 3,440 Reviews",18% off,50MP + 50MP + 10MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.3
116,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","₹17,999₹20,99914% off","87,695 Ratings & 4,418 Reviews",14% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
117,"REDMI A4 (Sparkle Purple, 64 GB)","₹10,895₹10,999","14,848 Ratings & 618 Reviews",No Offer,50MP Rear Camera,4 GB RAM | 64 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.3
118,"Nothing Phone (3a) Pro (Grey, 256 GB)","₹33,999₹36,9998% off","8,004 Ratings & 482 Reviews",8% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,12 GB RAM | 256 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5
119,Samsung 1200,"₹797₹1,59950% off","5,852 Ratings & 389 Reviews",50% off,800 mAh Battery,32 MB RAM | 32 MB ROM,NO WARRANTY,3.81 cm (1.5 inch) Display,3.1
120,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
121,"vivo T4R 5G (Arctic White, 256 GB)","₹24,999₹26,9997% off","5,251 Ratings & 247 Reviews",7% off,50MP (OIS) + 2MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4
122,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,399","80,148 Ratings & 4,887 Reviews",No Offer,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Lithium Ion Battery,4.5 cm (1.77 inch) QVGA Display,4
123,"OnePlus Nord CE5 5G (Marble Mist, 128 GB)","₹26,104₹26,9993% off","8,008 Ratings & 438 Reviews",3% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5
124,"IQOO Z10X 5G (Titanium, 128 GB)","₹14,988₹17,49914% off","9,230 Ratings & 463 Reviews",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
125,Jio PRIMA2 4G,"₹3,149₹4,19925% off","1,997 Ratings & 107 Reviews",25% off,0.3MP Rear Camera,500 MB RAM | 4 GB ROM | Expandable Upto 128 GB,1800 mAh Battery,6.1 cm (2.4 inch) QVGA Display,3.9
126,"IQOO Z10X 5G (Titanium, 128 GB)","₹16,190₹18,99914% off","5,237 Ratings & 240 Reviews",14% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
127,"MOTOROLA G86 Power 5G (Pantone Cosmic Sky, 128 GB)","₹17,999₹19,99910% off","29,362 Ratings & 1,881 Reviews",10% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6720 mAh Battery,17.02 cm (6.7 inch) Super HD Display,4.3
128,"Ai+ Pulse (Blue, 64 GB)","₹6,999₹7,99912% off","44,538 Ratings & 2,650 Reviews",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3
129,"IQOO Z10X 5G (Titanium, 256 GB)","₹18,590₹20,4999% off","5,237 Ratings & 240 Reviews",9% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
130,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹27,923₹30,9999% off","8,008 Ratings & 438 Reviews",9% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5
131,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹12,764₹14,99914% off","7,153 Ratings & 298 Reviews",14% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
132,"realme Narzo 90x 5G (Flash Blue, 128 GB)","₹13,745₹16,99919% off",870 Ratings & 53 Reviews,19% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.4
133,Samsung Guru Music 2 B310ED,"₹775₹1,79856% off","31,559 Ratings & 2,117 Reviews",56% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1
134,"IQOO Z10R 5G (Aquamarine, 128 GB)","₹20,358₹23,49913% off","3,776 Ratings & 217 Reviews",13% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4
135,"Nothing Phone (3a) Pro (Black, 128 GB)","₹29,999₹32,9999% off","13,583 Ratings & 1,018 Reviews",9% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5
136,"realme P4 Power 5G (TransBlue, 128 GB)","₹25,999₹32,99921% off","1,008 Ratings & 90 Reviews",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
137,"realme P4 Power 5G (TransBlue, 256 GB)","₹27,999₹34,99920% off","1,008 Ratings & 90 Reviews",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
138,"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999₹32,99921% off","1,008 Ratings & 90 Reviews",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
139,"Ai+ Pulse (Sparkle Red, 64 GB)","₹6,999₹7,99912% off","44,538 Ratings & 2,650 Reviews",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3
140,"Nothing Phone (3a) Pro (Grey, 256 GB)","₹33,999₹36,9998% off","8,004 Ratings & 482 Reviews",8% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,12 GB RAM | 256 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5
141,"vivo T4R 5G (Twilight Blue, 256 GB)","₹24,999₹26,9997% off","5,251 Ratings & 247 Reviews",7% off,50MP (OIS) + 2MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4
142,"REDMI Note 14 SE 5G (Mystique White, 128 GB)","₹13,999₹19,99930% off","27,089 Ratings & 1,188 Reviews",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3
143,"OnePlus Nord CE5 5G (Black Infinity, 128 GB)","₹25,814₹28,99910% off","8,008 Ratings & 438 Reviews",10% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5
144,"realme P4 Power 5G (TransSilver, 256 GB)","₹30,999₹37,99918% off",230 Ratings & 30 Reviews,18% off,50MP + 8MP | Yes,12 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
145,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 64 GB)","₹10,999₹12,99915% off","44,918 Ratings & 1,300 Reviews",15% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4
146,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
147,"realme NARZO 80 Pro 5G (Nitro Orange, 256 GB)","₹19,690₹25,99924% off",909 Ratings & 46 Reviews,24% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.5
148,Kechaoda K112,"₹1,649₹1,99917% off","31,974 Ratings & 2,831 Reviews",17% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4
149,LAVA A1 Josh BOL,"₹966₹1,39930% off","23,569 Ratings & 1,042 Reviews",30% off,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4.5 cm (1.77 inch) Quarter QVGA Display,4.1
150,"Apple iPhone 16 (Ultramarine, 128 GB)","₹69,900","2,08,117 Ratings & 6,671 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
151,"realme Narzo 90x 5G (Nitro Blue, 128 GB)","₹15,305₹17,99914% off",251 Ratings & 10 Reviews,14% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.3
152,"MOTOROLA g35 5G (Leaf Green, 128 GB)","₹11,999₹12,4994% off","1,25,085 Ratings & 7,606 Reviews",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2
153,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹19,999₹33,99941% off","73,136 Ratings & 4,305 Reviews",41% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
154,"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)","₹17,999₹19,99910% off","10,385 Ratings & 651 Reviews",10% off,64MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4
155,"IQOO Z10R 5G (Moonstone, 256 GB)","₹22,975₹24,9998% off","3,776 Ratings & 217 Reviews",8% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4
156,LAVA A1 Josh BOL,"₹968₹1,39930% off","23,569 Ratings & 1,042 Reviews",30% off,0MP | 0MP Front Camera,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,4.5 cm (1.77 inch) Quarter QVGA Display,4.1
157,Kechaoda K112,"₹1,649₹1,99917% off","31,974 Ratings & 2,831 Reviews",17% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4
158,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Breeze Blue, 128 GB)","₹16,999","85,191 Ratings & 6,211 Reviews",No Offer,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5
159,"REDMI A4 (Sparkle Purple, 128 GB)","₹11,990₹12,9997% off","2,231 Ratings & 78 Reviews",7% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2
160,"REDMI A4 (Starry Black, 128 GB)","₹11,477₹12,99911% off","2,231 Ratings & 78 Reviews",11% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2
161,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 128 GB)","₹20,999₹24,99916% off","1,23,143 Ratings & 6,345 Reviews",16% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
162,"IQOO Z10R 5G (Aquamarine, 256 GB)","₹24,799₹26,9998% off",504 Ratings & 34 Reviews,8% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.3
163,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)","₹10,749₹12,99917% off","9,486 Ratings & 381 Reviews",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
164,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)","₹10,749₹12,99917% off","9,486 Ratings & 381 Reviews",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
165,"MOTOROLA g35 5G (Guava Red, 128 GB)","₹11,999₹12,4994% off","1,25,085 Ratings & 7,606 Reviews",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2
166,"realme Narzo 90x 5G (Nitro Blue, 128 GB)","₹14,309₹16,99915% off",870 Ratings & 53 Reviews,15% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.4
167,"POCO F7 5G (Frost White, 512 GB)","₹35,999₹37,9995% off","21,347 Ratings & 2,042 Reviews",5% off,50MP Rear Camera | 20MP Front Camera,12 GB RAM | 512 GB ROM,7550 mAh Li-Polymer + Silicon Carbon Battery,17.35 cm (6.83 inch) Display,4.4
168,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹8,999₹12,49928% off","40,373 Ratings & 2,384 Reviews",28% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
169,"REDMI A4 (Sparkle Purple, 128 GB)","₹11,990₹12,9997% off","2,231 Ratings & 78 Reviews",7% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2
170,"realme P4x 5G (Lake Green, 128 GB)","₹16,499₹17,9998% off","7,161 Ratings & 549 Reviews",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
171,"Coolpad CP12 Neo (Gold, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
172,"IQOO Z10R 5G (Aquamarine, 256 GB)","₹24,799₹26,9998% off",504 Ratings & 34 Reviews,8% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.3
173,"Ai+ Pulse (Green, 64 GB)","₹6,999₹7,99912% off","44,538 Ratings & 2,650 Reviews",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3
174,Kechaoda A27,"₹899₹1,49940% off","16,259 Ratings & 869 Reviews",40% off,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,Processor clock: 400 MHz Processor,1.68 cm (0.66 inch) Display,4
175,LAVA A1 Josh BOL,"₹966₹1,39930% off","23,569 Ratings & 1,042 Reviews",30% off,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4.5 cm (1.77 inch) Quarter QVGA Display,4.1
176,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)","₹22,999₹25,99911% off","1,23,143 Ratings & 6,345 Reviews",11% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
177,"Google Pixel 9A (Obsidian, 256 GB)","₹39,999₹49,99920% off","7,149 Ratings & 476 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
178,"realme P4 Power 5G (TransOrange, 256 GB)","₹27,999₹34,99920% off","1,008 Ratings & 90 Reviews",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
179,"realme P4 Power 5G (TransSilver, 256 GB)","₹27,999₹34,99920% off","1,008 Ratings & 90 Reviews",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6
180,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹12,393₹14,99917% off","7,153 Ratings & 298 Reviews",17% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
181,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,386₹13,99918% off",797 Ratings & 43 Reviews,18% off,32MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
182,"Samsung Galaxy M07 (Black, 64 GB)","₹7,990₹9,99920% off",68 Ratings & 1 Reviews,20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.3
183,"Ai+ Nova 5G (Purple, 128 GB)","₹8,999₹10,99918% off","25,287 Ratings & 1,590 Reviews",18% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.2
184,"POCO C85 5G (Power Black, 128 GB)","₹11,999₹15,49922% off",250 Ratings & 12 Reviews,22% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6000 mAh Lithium-Ion Polymer Battery,17.53 cm (6.9 inch) HD+ Display,4.3
185,"POCO C71 (Cool Blue, 128 GB)","₹8,799₹9,99912% off","33,722 Ratings & 1,570 Reviews",12% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
186,"POCO M8 (Carbon Black, 256 GB)","₹20,999₹24,99916% off",731 Ratings & 61 Reviews,16% off,50MP Rear Camera | 20MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5520 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.6
187,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹16,999","85,191 Ratings & 6,211 Reviews",No Offer,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5
188,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)","₹18,999","15,207 Ratings & 863 Reviews",No Offer,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5
189,"POCO M7 5G (Satin Black, 128 GB)","₹10,799₹12,99916% off","75,020 Ratings & 3,468 Reviews",16% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
190,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹8,497₹8,9995% off","2,181 Ratings & 84 Reviews",5% off,32MP Rear Camera,4 GB RAM | 64 GB ROM,6300 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3
191,Micromax X778,"₹1,386₹1,99930% off","4,952 Ratings & 389 Reviews",30% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2700 mAh Battery,6.1 cm (2.4 inch) Display,3.8
192,"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)","₹15,268₹16,99910% off","2,429 Ratings & 114 Reviews",10% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3
193,"OPPO Reno15c 5G (Afterglow Pink, 256 GB)","₹37,999₹46,99919% off",7 Ratings & 1 Reviews,19% off,50MP + 8MP + 2MP | Yes,12 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD+ Display,4.1
194,Micromax X778,"₹1,430₹1,99928% off","4,952 Ratings & 389 Reviews",28% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2700 mAh Battery,6.1 cm (2.4 inch) Display,3.8
195,"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹14,999₹17,99916% off","3,988 Ratings & 230 Reviews",16% off,50MP AI Dual Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
196,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
